usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_kubhist2a.json-6-23:23	['säljare..0-0']	En rätt wacker Ostindist bia och hwit Bordservis , för 36 personer , är tilllsalu ; dä köparen inlemnar sin hillet ' pä Tryckeriet med utanstcifr : till Säljaren , stall muntligt samtal afgvr » priset .	153:161	0:202	säljare
PROCESSED_kubhist2a.json-6-26:26	['samtal..0-0']	En rätt wacker Ostindist bia och hwit Bordservis , för 36 personer , är tilllsalu ; dä köparen inlemnar sin hillet ' pä Tryckeriet med utanstcifr : till Säljaren , stall muntligt samtal afgvr » priset .	179:185	0:202	samtal
PROCESSED_kubhist2a.json-600-10:10	['tidning..0-0']	Freya , ett Sastfkapsblad som utkommer ywarie OnSda , och Lördag ; mes Tidningen kommer ifwen att följa Musikbilagor , Porträtter , Modeteckningar : c .	71:80	0:152	tidning
PROCESSED_kubhist2a.json-602-1:1	['fransysk..0-0']	En Fransysk Kofta af swart Taft , samt en mZlad Golf-matta af Wäf 11 alnar läng , fäljes i Kläd » mäklare-boden pä Malnitorgsgatan i Kammar-Rädet Troils Hus .	3:11	0:158	fransysk
PROCESSED_kubhist2a.json-611-1:1	['beslut..0-0']	fattade beslut , warda Fabrikören Georg Cummings pä Frescati ägor i Solna Sockey samtlige Borgend * kallade , art , ä andra Rättegängsdagen af tct Lagriina Ting nied Skeppslaget , som gäst efter 8 mängder frän eft^gnherördr dag först infaller ,	8:14	0:244	beslut
PROCESSED_kubhist2a.json-613-19:19	['alltid..0-0', 'alltid..0-1']	I ett ech annat f.ll alo lkwäl wiKa slag af luxe ofelbart ett allmänt ondt , afwen 10m den alltid ar ett enstildt .	91:97	0:115	alltid
PROCESSED_kubhist2a.json-617-17:17	['besluta..0-0']	til Schlesien , at bewista underhandlingarne ; men i Berlin tror man , det Konungen i Preusien fullt och fast beslutat , at genast afbryta underhandlingarne och gripa til wapen , sä wida intet genast det rätta medlet til fredens beständ anwändes .	110:118	0:247	besluta
PROCESSED_kubhist2a.json-620-0:0	['stupa..0-0', 'stupa..0-1']	stupat , ulen hans soli Jbrahim-Pafcha och eli Franst renegat-Pascha nied deras fällstap hade icke kunnat finna annan rabb » ina än att frän deras i grund härabe stona fregatt kacka fig i bätar , för alt om & gt ; 1101 ' ligt hinna till andra stepp ; inell de stola blifwit uppfängade af Grekerna och jemte en tagen fregatt , en korwctt och ett annat stepp med 8 mill .	0:6	0:369	stupa
PROCESSED_kubhist2a.json-620-52:52	['tagen..0-0']	stupat , ulen hans soli Jbrahim-Pafcha och eli Franst renegat-Pascha nied deras fällstap hade icke kunnat finna annan rabb » ina än att frän deras i grund härabe stona fregatt kacka fig i bätar , för alt om & gt ; 1101 ' ligt hinna till andra stepp ; inell de stola blifwit uppfängade af Grekerna och jemte en tagen fregatt , en korwctt och ett annat stepp med 8 mill .	310:315	0:369	tagen
PROCESSED_kubhist2a.json-628-5:5	['morgon..0-0']	Nästa Fredag kl. 6 pä morgonen , inkommer pä Gamla torget en ko , mörkbrun till färge » .	22:30	0:89	morgon
PROCESSED_kubhist2a.json-629-36:36	['borgen..0-0', 'borgen..0-3']	i ymnigt mätt godtgör de obctvdeliga brister , sym den nogräknade Granssaren till afwenlyrs kunde tv » sig upptäcka pä näzot enda ställe ; brister i öfrigt , hwilfu Författaren i sitt företal , med den ädla hlvgfamhxt , som gar i borgen för l&gt ; ans werkeUga talang , sy , ies hafwa räknat sig sjelf till last met&gt ; en stränghet , fen * af hans ow , Udiga Läsare upriktigt stall jäflvas .	230:236	0:393	borgen
PROCESSED_kubhist2a.json-633-12:12	['anföra..0-2']	ting roar wig mer , & lt ; $tt att böra en febfnm förtäliare anföra en & fr flcri ( T font ständigt afbrvteS titon nSb vch barmhertighet .	61:67	0:138	anföra
PROCESSED_kubhist2a.json-639-45:45	['förunna..0-0']	Bo , uppw-ladc Handlandernc Lars Brolin och Anders Altberg ett af den förstnämnde upprättadt och ord ifrån ord fä lydande Testamente : I dew fä ' ra händelsen , att det behagar den Aldrohögstc , art efter en iräkad längwariq sjukdom flu ! » mi » a dagar ; sä har , dä Försynen ännu förunnar mig fullkomlig sinnesstyrka , jag em utredandet af mitt Bo och mitt qwar ' äteaffax , efter noga » fwcrläqgning , we ' c » c göra följande författning .	282:290	0:443	förunna
PROCESSED_kubhist2a.json-639-67:67	['författning..0-0', 'författning..0-1']	Bo , uppw-ladc Handlandernc Lars Brolin och Anders Altberg ett af den förstnämnde upprättadt och ord ifrån ord fä lydande Testamente : I dew fä ' ra händelsen , att det behagar den Aldrohögstc , art efter en iräkad längwariq sjukdom flu ! » mi » a dagar ; sä har , dä Försynen ännu förunnar mig fullkomlig sinnesstyrka , jag em utredandet af mitt Bo och mitt qwar ' äteaffax , efter noga » fwcrläqgning , we ' c » c göra följande författning .	430:441	0:443	författning
PROCESSED_kubhist2a.json-640-11:11	['retirera..0-0']	blcfwo 7 Dsterrikiffa Batailloner uppställde framför Montebello , hwilket föranlat fienden att retirera och draga sig tillbaka i sin ställning wid Caldicro .	95:103	0:157	retirera
PROCESSED_kubhist2a.json-643-13:13	['bokhandel..0-0']	Till salli sinne » : Af trycket har utkommit och sälje » i Utter » Cvmp:S Bokhandel : Grekisk Spräklära samt Ordbok Lswer den förut utgisna Chrestomathien » af Professor Dahl , kostar i exempl .	74:83	0:194	bokhandel
PROCESSED_kubhist2a.json-647-31:31	['författning..0-0', 'författning..0-1']	Ätstillige publicister och talare , mera hemmastadde i andra landers dagblads-litte« ratur , an i sitt ege ; lands konsiitutions-historia , och mera utgäende frän en förutfattad äsigt an frän werkliga förhällandet , hafwa behandlat wär författning i likhet » ted andra staters , hafwa talat om wära Ständer fäsom om andra rikens representanter , och om wära högsta embetsman fäsom om främmande landers Ministrar .	236:247	0:413	författning
PROCESSED_kubhist2a.json-647-3:3	['talare..0-0', 'talare..0-1']	Ätstillige publicister och talare , mera hemmastadde i andra landers dagblads-litte« ratur , an i sitt ege ; lands konsiitutions-historia , och mera utgäende frän en förutfattad äsigt an frän werkliga förhällandet , hafwa behandlat wär författning i likhet » ted andra staters , hafwa talat om wära Ständer fäsom om andra rikens representanter , och om wära högsta embetsman fäsom om främmande landers Ministrar .	27:33	0:413	talare
PROCESSED_kubhist2a.json-656-10:10	['härigenom..0-0']	Alf etter honom , derom de , i anseende till okändt hemwist , härigenom underrättas , pä der de i laga rid mätte uttaga sin rätt afundertechmd Boutredningsman .	62:71	0:160	härigenom
PROCESSED_kubhist2a.json-676-2:2	['upphitta..0-0']	fom desamma upphittat , torde wara god och derom ^ra anmäla » o » DuzbladS Kontoret .	12:21	0:85	upphitta
PROCESSED_kubhist2a.json-685-14:14	['förlåta..0-0']	till , och håll hvad du lofvat mig ; ingen egensinnighet mera - jag skulle ej kunna förlåta den .	84:91	0:97	förlåta
PROCESSED_kubhist2a.json-690-2:2	['länge..0-0']	Man har länge wetat , att trä är en förträfflig klangledare .	8:13	0:61	länge
PROCESSED_kubhist2a.json-698-13:13	['borgen..0-0', 'borgen..0-3']	Ennit lnkickning i Stocksielms Stad eller best Län , samt mot antagllge Reverser meb borgen , kulina större Peuniiigelän bekommas .	85:91	0:131	borgen
PROCESSED_kubhist2a.json-699-0:0	['medan..0-0']	Medan mi i ett härligt mänsten spatserade i dessa förtjusande nejder , hörds jag ben berömda ägaren spräka öfwer alla de ämnen , som förtjena en dygdig och upplyst mcnniffas uppmärksamhet .	0:5	0:189	medan
PROCESSED_kubhist2a.json-699-4:4	['härlig..0-0']	Medan mi i ett härligt mänsten spatserade i dessa förtjusande nejder , hörds jag ben berömda ägaren spräka öfwer alla de ämnen , som förtjena en dygdig och upplyst mcnniffas uppmärksamhet .	15:22	0:189	härlig
PROCESSED_kubhist2a.json-705-12:12	['tindra..0-0', 'tindra..0-1']	St » ivid bilt borr , och se ur en annan werllr xn stjerna tindra ; stä och förnöj vig ann al afkonrävnan ; fia och winka in i din hydda din nakne broder .	59:65	0:155	tindra
PROCESSED_kubhist2a.json-707-2:2	['sinnad..0-0']	är konstitutionellt sinnad och wille taga fästningen St. Julian i besittning : man trodde att den stulle för sä kra sig om Drottningen och Jnfantens p.rsoner för att fanda dem till Brasilien .	20:26	0:192	sinnad
PROCESSED_kubhist2a.json-710-14:14	['ty..0-0']	de i Glas , skenbart föranledt af ett bref frä&gt ; & gt ; Pandur-Lfwersten Trenk till honom ; ty Trenks andra arrestering förklaras ganska lätt as hans förhällande till Ministern Bestncheffs fru .	95:97	0:197	ty
PROCESSED_kubhist2a.json-710-27:27	['fru..0-0', 'fru..0-1']	de i Glas , skenbart föranledt af ett bref frä&gt ; & gt ; Pandur-Lfwersten Trenk till honom ; ty Trenks andra arrestering förklaras ganska lätt as hans förhällande till Ministern Bestncheffs fru .	192:195	0:197	fru
PROCESSED_kubhist2a.json-710-3:3	['skenbar..0-0']	de i Glas , skenbart föranledt af ett bref frä&gt ; & gt ; Pandur-Lfwersten Trenk till honom ; ty Trenks andra arrestering förklaras ganska lätt as hans förhällande till Ministern Bestncheffs fru .	12:20	0:197	skenbar
PROCESSED_kubhist2a.json-720-8:8	['pulver..0-0']	Det as mig uppgifna eldfläcknings och för » wärings pulver är gansta lätt art göra .	52:58	0:84	pulver
PROCESSED_kubhist2a.json-726-32:32	['där..0-0', 'där..0-2']	El par s„ , S Skospännen as Silfwer i pärl-fason , gjorde hos Guldsmeden Boije , äro förkomne , och » m de äro pantsatte , izenlöfss de gärna af ägaren i Huset N:o 1Z2 pä BjörngärdS-gatan , där äfwen en stadig och alfwarfam piga kan fä tjänst .	190:193	0:244	där
PROCESSED_kubhist2a.json-734-49:49	['årligen..0-0']	lili Fahlköping- Stad i Skaraborgs Län äro Twenne Egendomar til salu ; den ena bestående as en hals Tomt Anders Andersson kallad , med tilräck.lig o.h 1 sullgodt ständ warande åbyggnad as Träd , sa til Mann- som Ladugård , vch tilhörande Trägård ; foroar jemte a t följa tvenne Gärden af hwilka et årligen träd.- och tweiinc besås mod ; och en hals Tunna Höst- och Wär-utsäde , och gifwer utiordring s ) r line Hästar vch ; Kor ; ärlige Onera oro allenast 5 Rid .	298:305	0:463	årligen
PROCESSED_kubhist2a.json-739-2:2	['hinder..0-0']	ali anmäla hinder emot hans äktenskap , bör sZdant ike inom laga tid HoS nnderteckliad Pastor , » wars adrest är Stockholm , Tibble och Bro .	11:17	0:141	hinder
PROCESSED_kubhist2a.json-745-7:7	['ifrån..1-0']	En del af warkarne swor han ädelmodigt ifrån sig , och för de	39:44	0:61	ifrån
PROCESSED_kubhist2a.json-75-20:20	['borgen..0-0', 'borgen..0-3']	"— I anledning af Oxclbergs an , sökning att , i anseende till bans nied Läkareattest styrkte ffuklighet , fä antingen emot förut ingifwen borgen iör hans person , komma pi fri fot eller under bewakning wistas pä fina rum , har Kongl HoMällen , genom ( erffildt ulflag , lin ' er samma dag , sig ut« läl-r : "" Att & gt ; ' om Oxelbeeg , genom Kongl ."	138:144	0:349	borgen
PROCESSED_kubhist2a.json-755-16:16	['nödfall..0-0']	det blfaldt , att troppörne i Brosillen företrädeSwie stola beklädas med Brasilianska fa » briczt , och endast i nödfall utländska manufacturwaror nyttja » .	113:120	0:157	nödfall
PROCESSED_kubhist2a.json-772-20:20	['näst..0-0']	En hederlig Mans Dotter , nyligen kommen frän en af LandSort-rne , astundar att uti nägot hederligt BorgarebuS nu genast eller till näst k. flyttning bllfrea antagen som Hushäflerp , eller i brist deraf att gä frun tillhanda uti alla inomhus förefallande göromål , emedan h-on tror sig till nöjeS kunna upvfylla det som fordras .	132:136	0:329	näst
PROCESSED_kubhist2a.json-772-33:33	['fru..0-0', 'fru..0-1']	En hederlig Mans Dotter , nyligen kommen frän en af LandSort-rne , astundar att uti nägot hederligt BorgarebuS nu genast eller till näst k. flyttning bllfrea antagen som Hushäflerp , eller i brist deraf att gä frun tillhanda uti alla inomhus förefallande göromål , emedan h-on tror sig till nöjeS kunna upvfylla det som fordras .	210:214	0:329	fru
PROCESSED_kubhist2a.json-772-39:39	['göromål..0-0']	En hederlig Mans Dotter , nyligen kommen frän en af LandSort-rne , astundar att uti nägot hederligt BorgarebuS nu genast eller till näst k. flyttning bllfrea antagen som Hushäflerp , eller i brist deraf att gä frun tillhanda uti alla inomhus förefallande göromål , emedan h-on tror sig till nöjeS kunna upvfylla det som fordras .	255:262	0:329	göromål
PROCESSED_kubhist2a.json-789-24:24	['hörn..0-0', 'hörn..0-1']	En Salubod pä reel gata , som flere är warit Snusbod , är at hyra för billigt pris ; adrefi fäs i Huset N:o i i hörnet af Horns- och Repstagare-gatorne , twä trappor up inne pä gärden .	112:118	0:185	hörn
PROCESSED_kubhist2a.json-793-12:12	['smal..0-0', 'smal..0-1']	"Ett wackert och beqwämt inrcdt Ungkarlsrum , uthyres I hörnhuset af Nybrogata » och smala gränden , der Urmakare- ^ ' "" Twennc öppna Kälkrackar äro pä kortare eller längre ' tid under wintermänaderne att hyra hoS Enkefrn Sporrong , boende i sitt hus wid Clara Wästra Kyrkogata ."	84:89	0:278	smal
PROCESSED_kubhist2a.json-793-24:24	['länge..0-0']	"Ett wackert och beqwämt inrcdt Ungkarlsrum , uthyres I hörnhuset af Nybrogata » och smala gränden , der Urmakare- ^ ' "" Twennc öppna Kälkrackar äro pä kortare eller längre ' tid under wintermänaderne att hyra hoS Enkefrn Sporrong , boende i sitt hus wid Clara Wästra Kyrkogata ."	165:171	0:278	länge
PROCESSED_kubhist2a.json-809-4:4	['erfarenhet..0-0', 'erfarenhet..0-1']	I anledning af den erfarenhet jag äger om edert Nit för mir FolkS bästa , tager j«g nied stor tilmedsstallelst min tilflugt til evra räd och edert biständ uti en tidepunkt , som kräkner det yttersta anwändande af eder werkningskraft och eder klokhet .	19:29	0:251	erfarenhet
PROCESSED_kubhist2a.json-812-8:8	['dubbel..0-0', 'dubbel..0-1']	Twenne gladaRl » » och Kök samt äsriga kommodlteter med dubbla fönster till alla Rummen till nästa flyttning , belägenbelen är xä LadugärdSlandet och Nybrogatan till wenster frän Staden dä det ringes pä den stängda porten , alla morgnar till kl. 9 .	56:62	0:249	dubbel
PROCESSED_kubhist2a.json-816-7:7	['morgon..0-0']	Sä fnart d n hlige Fadren om morgonen läst do Med honom ankomne	29:37	0:63	morgon
PROCESSED_kubhist2a.json-819-4:4	['trakt..0-0']	Ett röfwarebano , fom gjort trakten kring Arles osäker , har l Air fått sin dom ; tre äro dömde till döden och syra till lisstids-arbete .	28:35	0:138	trakt
PROCESSED_kubhist2a.json-82-9:9	['rymlig..0-0']	andra nödiaa UlhuS , med Brunn i gärden och nägot rymligt EärdSrum .	50:57	0:68	rymlig
PROCESSED_kubhist2a.json-821-2:2	['ty..0-0']	den första , ty den bestod af 55 Ledamöter , fom famlades i Wariviklane närs Sr .	13:15	0:81	ty
PROCESSED_kubhist2a.json-833-11:11	['författning..0-0', 'författning..0-1']	— Dec polittsta onda af wär Saltpetersiuderi - inrättning leder sin uprinnclfe frän Författningar ivid Werkcts grundläggning ; tvid den tiden war Jordbruket i allmänhet icke updrifwit til chen grad ber snart derefter uparbetades i flere utrikes orter .	84:97	0:252	författning
PROCESSED_kubhist2a.json-833-19:19	['jordbruk..0-0']	— Dec polittsta onda af wär Saltpetersiuderi - inrättning leder sin uprinnclfe frän Författningar ivid Werkcts grundläggning ; tvid den tiden war Jordbruket i allmänhet icke updrifwit til chen grad ber snart derefter uparbetades i flere utrikes orter .	146:156	0:252	jordbruk
PROCESSED_kubhist2a.json-837-21:21	['allmosa..0-0']	Pä härwarande Stadshuset är en kista utställd , i hwilken hwar och en dageligen til flutet af nästa mänad , kan inlägga den allmosa , han ärnar de betryckta Bätsmännerna och Fistarefolket i Maesstuis .	124:131	0:201	allmosa
PROCESSED_kubhist2a.json-843-16:16	['myckenhet..0-0']	& lt ; if war Handel och nu äro de mäste Europeiske Hamnar för oS tilstutne ; en otrolig myckenhet warorlig&lt ; ier utan all Cireulaiion hoS wära Köpmän och de arbetslöse Arbetarne dö tusentals asarmod .	89:98	0:204	myckenhet
PROCESSED_kubhist2a.json-844-6:6	['uppbära..0-0']	wall ssulle i mitt namn wilja uppbära penningar eller dest warde , förklarar jag , att de aldrig af wig erkännas eller betalas ; som första gängen kungircS .	30:37	0:157	uppbära
PROCESSED_kubhist2a.json-845-27:27	['samt..0-0']	f. m alla de , som hora till utte och lätte Rotarne med Haga och Masthugget , , ofelbart inför Magistraten va Radhuset mid upprop sig infinna och tillstädes komma samt sine Debets- vch Skattsedlar till uppwisande medhafiva , sa wida binder af Laga förfall , som va stället bör tillkännagifwas , icke ställe inträffa , ivid vafölid att Resterne i widrigt fall genast warda genom erekutions twang uttagne .	163:167	0:404	samt
PROCESSED_kubhist2a.json-845-48:48	['inträffa..0-0', 'inträffa..0-1']	f. m alla de , som hora till utte och lätte Rotarne med Haga och Masthugget , , ofelbart inför Magistraten va Radhuset mid upprop sig infinna och tillstädes komma samt sine Debets- vch Skattsedlar till uppwisande medhafiva , sa wida binder af Laga förfall , som va stället bör tillkännagifwas , icke ställe inträffa , ivid vafölid att Resterne i widrigt fall genast warda genom erekutions twang uttagne .	307:315	0:404	inträffa
PROCESSED_kubhist2a.json-855-7:7	['tills..0-0']	Bliswe det Ert offer , och wär ära Tills en dag wi mötas .mera nära Der den werkliga Wälgörarn bor , Dommaren , Belönaren tillika !	35:40	0:131	tills
PROCESSED_kubhist2a.json-856-125:125	['tillräcklig..0-0']	"Eirlulair-brc.wct ben 31 Januarii 1816 , äsrven böra utur Brandstadcmedlt » godtgöraS ; men sorn endast hälften af bestå nu äro utbetalda , och Lenna hälft / dels helt och hållet , dels till största delen , stulle ätgä titt belastande af Länen i fråga , hwarigcnom de Brandffadade blrfwe urständsatte att nu bereda sig nödige boningar , som , i anseende till den stundande härdare ärStiden , Leo för dem oundgänglige , samt detzutcm cn inteckningsbaiwarcS rätt , dä utmätning ej är fdkr , hufwudsakligast mäste bestå deruti , att sa midt pantén förslär wara förtvitzad om krafwets utbekommande , ulan afseende pä viii det stcr of första eller sednare inbctakn:ng«li , antog Konungens Befallningshasivande till gnindsatS wik liqviden "" den "" i fråga , att R&gt ; kSgäldsEontorrtS Län bordt godtgöraS af ben inni stående halfwa Brandförsäkr ugSafgiften , fä wikt ben more tillräcklig , » ren i annat fall att stillnade » af nu tillgänglige medlen stulle innehållas samt i Räntcrict qwarsta , Lfwensom ett ars ränta länt » tilladcS , der sadan ej till detta ärö stur » var betald , att RikSgäldSContoret tillgodo beräknas , efter närmare liqvid dä andra hälften af Brandstade-ersättnirigen rubekonimeS ."	870:881	0:1200	tillräcklig
PROCESSED_kubhist2a.json-856-160:160	['beräkna..0-0', 'beräkna..0-3']	"Eirlulair-brc.wct ben 31 Januarii 1816 , äsrven böra utur Brandstadcmedlt » godtgöraS ; men sorn endast hälften af bestå nu äro utbetalda , och Lenna hälft / dels helt och hållet , dels till största delen , stulle ätgä titt belastande af Länen i fråga , hwarigcnom de Brandffadade blrfwe urständsatte att nu bereda sig nödige boningar , som , i anseende till den stundande härdare ärStiden , Leo för dem oundgänglige , samt detzutcm cn inteckningsbaiwarcS rätt , dä utmätning ej är fdkr , hufwudsakligast mäste bestå deruti , att sa midt pantén förslär wara förtvitzad om krafwets utbekommande , ulan afseende pä viii det stcr of första eller sednare inbctakn:ng«li , antog Konungens Befallningshasivande till gnindsatS wik liqviden "" den "" i fråga , att R&gt ; kSgäldsEontorrtS Län bordt godtgöraS af ben inni stående halfwa Brandförsäkr ugSafgiften , fä wikt ben more tillräcklig , » ren i annat fall att stillnade » af nu tillgänglige medlen stulle innehållas samt i Räntcrict qwarsta , Lfwensom ett ars ränta länt » tilladcS , der sadan ej till detta ärö stur » var betald , att RikSgäldSContoret tillgodo beräknas , efter närmare liqvid dä andra hälften af Brandstade-ersättnirigen rubekonimeS ."	1110:1118	0:1200	beräkna
PROCESSED_kubhist2a.json-873-32:32	['njuta..0-1', 'njuta..0-2']	Uti ett hederligt hns , ej längt frän Huvudstaden , är tillfälle för nägra bättre mans Barn af bäda könen , ej öfwer , 3 är , till inackordering , hwarest de i sällskap ined egna Barn fä njuta underwismng i Fransyska och Ty Ika spräken grundligen , samt alla brukliga Fruntimmers-ardeten ; öm moderlig wärd skall ej fela .	187:192	0:322	njuta
PROCESSED_kubhist2a.json-877-23:23	['tält..0-0']	tillstcrtcr , att tein aldra sednast inom medlet of nästkommande månad till Wrktmästaren Dahlgren till kullo betala , ia wida de kl witt wara fia tält färlufiig .	146:150	0:162	tält
PROCESSED_kubhist2a.json-882-3:3	['följd..0-0']	ta / staterna blifwa följden häraf ; redan h^ftva de sednare förklarat , alt de af all makt wilia understödja Patrioterna .	21:28	0:123	följd
PROCESSED_kubhist2a.json-884-11:11	['aktning..0-0']	alt wära conslitncionella former redan wunnit nog stadga och kraft , nog aktning och tillgifwenhct af folket , att kunna ombara sädana olyckliga biträden t UItras ' s bemödanden , att öfwenyga den allmänna meningen oin motsatsen , uträtta alldeles intet .	73:80	0:255	aktning
PROCESSED_kubhist2a.json-893-4:4	['tillhörande..0-0']	a Radhuset derstädes med tillhörande halfwa lötckotter och Kalgärdar genom upp- och afstag till - ffuldens betalande försäljas .	25:36	0:128	tillhörande
PROCESSED_kubhist2a.json-903-16:16	['utmärka..0-0', 'utmärka..0-2']	Detta Land , hwarS befolkning stiger till 600,000 mennistor , äger ett wälwäxt och rastt mennisto - flag ; äfwen utmärker sig .	113:121	0:127	utmärka
PROCESSED_kubhist2a.json-903-3:3	['befolkning..0-0']	Detta Land , hwarS befolkning stiger till 600,000 mennistor , äger ett wälwäxt och rastt mennisto - flag ; äfwen utmärker sig .	19:29	0:127	befolkning
PROCESSED_kubhist2a.json-913-15:15	['beslut..0-0']	«ya Belgiska Constitutionens förfärdigande , tillika har han försäkrat at Fransta D-rectorium ar beständigt uti de beslut som det fattat rörande försäljandet af de Franste Emigranternes egendomar i landet och förwantar sig af Conventet all möjelig handräckning härutinnan .	115:121	0:273	beslut
PROCESSED_kubhist2a.json-931-12:12	['hinder..0-0']	ek nredel för ak flyta ber största af alla brott , och et hinder för den olyckligaste Far at - wacké , men niskor til medlidande genom sina nödrop !	58:64	0:148	hinder
PROCESSED_kubhist2a.json-934-1:1	['östra..0-0']	uti östra Histngs Härad och Lundby Socken den 19 i denna månad och följande dagar , försäljas till den högstbjudande	4:9	0:116	östra
PROCESSED_kubhist2a.json-935-5:5	['lord..0-0']	efter sinankomst aflade han , i lord Gra » ville ' s sällstap , besök hos conseil / pre.^ sidenten ( Hr de Vill^le ) och öfriga i staden warande ledamöter af ministeren .	32:36	0:170	lord
PROCESSED_kubhist2a.json-938-100:100	['åtgärd..0-0']	Sedan in tiewa rande ärs Bewiknings-Taxering för denna Stad nu blifwit stutad , warder till wederbörlig underrättelse härigenom kungjordt : att de , svin åstunda taga kännedom , angående den afgift , dem wid omförmäl-e Taxering dlifwik påförd , äga att i sadant afseende sig anmäla ä Mantals-Commisiurien Wengbergs Cantor i z:dje wuningen af Rådhuset , och att den , som will söka rättelse i Taxeringen , har , jemlikt 3 Art. 5 i 5 t. i Dewillnings Förordningen under d. ig December 1823 , att antingen före , eller senast a den dag , som Konungens Bejalliiingshuswunde utsätter och luter kungöra till PröfningsCommittsens sammanträde , skrilteligen ingif-va sina anmärkningar wid den öfwerklagaae åtgärden , stälen lill den rättelse , som sökes , jemte hwad till upplösning och bestyrkande af förhällandet tjena kan .	698:706	0:818	åtgärd
PROCESSED_kubhist2a.json-938-110:110	['upplösning..0-0', 'upplösning..0-1']	Sedan in tiewa rande ärs Bewiknings-Taxering för denna Stad nu blifwit stutad , warder till wederbörlig underrättelse härigenom kungjordt : att de , svin åstunda taga kännedom , angående den afgift , dem wid omförmäl-e Taxering dlifwik påförd , äga att i sadant afseende sig anmäla ä Mantals-Commisiurien Wengbergs Cantor i z:dje wuningen af Rådhuset , och att den , som will söka rättelse i Taxeringen , har , jemlikt 3 Art. 5 i 5 t. i Dewillnings Förordningen under d. ig December 1823 , att antingen före , eller senast a den dag , som Konungens Bejalliiingshuswunde utsätter och luter kungöra till PröfningsCommittsens sammanträde , skrilteligen ingif-va sina anmärkningar wid den öfwerklagaae åtgärden , stälen lill den rättelse , som sökes , jemte hwad till upplösning och bestyrkande af förhällandet tjena kan .	764:774	0:818	upplösning
PROCESSED_kubhist2a.json-938-16:16	['härigenom..0-0']	Sedan in tiewa rande ärs Bewiknings-Taxering för denna Stad nu blifwit stutad , warder till wederbörlig underrättelse härigenom kungjordt : att de , svin åstunda taga kännedom , angående den afgift , dem wid omförmäl-e Taxering dlifwik påförd , äga att i sadant afseende sig anmäla ä Mantals-Commisiurien Wengbergs Cantor i z:dje wuningen af Rådhuset , och att den , som will söka rättelse i Taxeringen , har , jemlikt 3 Art. 5 i 5 t. i Dewillnings Förordningen under d. ig December 1823 , att antingen före , eller senast a den dag , som Konungens Bejalliiingshuswunde utsätter och luter kungöra till PröfningsCommittsens sammanträde , skrilteligen ingif-va sina anmärkningar wid den öfwerklagaae åtgärden , stälen lill den rättelse , som sökes , jemte hwad till upplösning och bestyrkande af förhällandet tjena kan .	118:127	0:818	härigenom
PROCESSED_kubhist2a.json-941-30:30	['kulör..0-0']	Blvmmerade Golfm^ttor vch Dertill wäfda Börder , t , rutor wcksda Mattor af 3 alnars bredd , Siyergarn och för Snörmakare t renlige Garnsorter , äfwcn Svanstulls garn af flere färger , Flaneller as diverse kulörer , äkta rödt vch gult Schalong , iaml röd och blä Flaggduk , finnas till salu uti J.^h .	206:213	0:301	kulör
PROCESSED_kubhist2a.json-983-17:17	['bokhandel..0-0']	Af Trycket v r utkommit och säljeS t Selen Sc Tompis , Wiborgs och Utter & £omp:S Bokhandel : Tankar om Statsskulder och Beställningar , i anledning af Hr Kfwerstcn Baron Axel Hjcnas förstag .	82:91	0:192	bokhandel
PROCESSED_kubhist2a.json-985-24:24	['ifrån..0-0']	belägenheten önstas hälst pä Söder wid reel gata , ej avsides , Swar b.garcs i förseglad Bii.et lill Solide , som inUninvs uti andra Kryddboden ti wänster ifrån Södermalmsto g .	155:160	0:177	ifrån
PROCESSED_kubhist2a.json-989-8:8	['anklaga..0-0', 'anklaga..0-1']	Han mar nog ädelmodig , at icke yppa eller anklaga mig .	43:50	0:56	anklaga
PROCESSED_kubhist2a.json-993-18:18	['ankomst..0-0']	med Baron Kolli war undkommen Franffa fängelserna ; och säkert härleder sig deras berättelscrne i Engelffa Tidningar om Kollis ankomst till England .	127:134	0:149	ankomst
PROCESSED_kubhist2a.json-993-4:4	['undkomma..0-0']	med Baron Kolli war undkommen Franffa fängelserna ; och säkert härleder sig deras berättelscrne i Engelffa Tidningar om Kollis ankomst till England .	20:29	0:149	undkomma
PROCESSED_swe_news_2022_1M-sentences.json-1-6:6	['energikälla..0-0']	• 100 % av elanvändningen kommer från fossilfria energikällor • Ingen fossil uppvärmning av byggnader.	49:61	0:102	energikälla
PROCESSED_swe_news_2022_1M-sentences.json-1005-11:11	['döda..0-0']	Abu Akleh, som var en erfaren korrespondent för tv-kanalen Al Jazeera, dödades av ett skott i huvudet, trots att hon vid tillfället bar en skyddsväst med texten ”press” på.	71:78	0:172	döda
PROCESSED_swe_news_2022_1M-sentences.json-1005-26:26	['text..0-0']	Abu Akleh, som var en erfaren korrespondent för tv-kanalen Al Jazeera, dödades av ett skott i huvudet, trots att hon vid tillfället bar en skyddsväst med texten ”press” på.	154:160	0:172	text
PROCESSED_swe_news_2022_1M-sentences.json-1005-27:27	['press..0-3']	Abu Akleh, som var en erfaren korrespondent för tv-kanalen Al Jazeera, dödades av ett skott i huvudet, trots att hon vid tillfället bar en skyddsväst med texten ”press” på.	162:167	0:172	press
