usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_eng_news_2020_1M-sentences.json-1240-2:2	['hearing..0-1', 'hearing..0-3', 'hearing..0-4']	A bail hearing and court appearance for Christopher Prestipino and Lisa Mort who are charged in connection with the death of Esmeralda Gonzalez, Oct. 22, 2019.	7:14	0:159	hearing
PROCESSED_eng_news_2020_1M-sentences.json-1241-3:3	['hearing..0-1', 'hearing..0-3', 'hearing..0-4']	A bail review hearing was held Tuesday for Anthony Ojeda, due to new criminal justice reform laws in the state.	14:21	0:111	hearing
PROCESSED_eng_news_2020_1M-sentences.json-1245-2:2	['administration..0-2', 'administration..0-3']	A Baker administration effort aimed at giving vocational training to 20,000 new workers over four years would begin with an initial class of just over 1,500 people and scale up gradually, the state’s labor and workforce development secretary said Monday.	8:22	0:254	administration
PROCESSED_eng_news_2020_1M-sentences.json-1245-30:30	['gradually..0-0']	A Baker administration effort aimed at giving vocational training to 20,000 new workers over four years would begin with an initial class of just over 1,500 people and scale up gradually, the state’s labor and workforce development secretary said Monday.	177:186	0:254	gradually
PROCESSED_eng_news_2020_1M-sentences.json-1265-34:34	['hill..0-0']	A band of rain is due to move eastwards later on Saturday, while Sunday is due to be a cold day with sunny intervals and blustery showers including 'hail and wintry conditions over northern hills'.	190:195	0:197	hill
PROCESSED_eng_news_2020_1M-sentences.json-1274-0:0	['abandonment..0-0', 'abandonment..0-1']	Abandonment is always seen as going beyond what is abandoned, despite the positive nature of the state reached.	0:11	0:111	abandonment
PROCESSED_eng_news_2020_1M-sentences.json-1274-10:10	['despite..0-0']	Abandonment is always seen as going beyond what is abandoned, despite the positive nature of the state reached.	62:69	0:111	despite
PROCESSED_eng_news_2020_1M-sentences.json-1280-14:14	['liquidity..0-0']	Abang Johari said the BKSS 2.0 would inject a total of RM1.1 billion of liquidity into Sarawak’s economy and help drive domestic business activities.	72:81	0:149	liquidity
PROCESSED_eng_news_2020_1M-sentences.json-1287-17:17	['remand..0-0']	Abang warned that if Maina jumped bail in an unlikely event, the court might either order the remand of Ndume in a correctional centre or for the surety to forfeit the penal sum.	94:100	0:178	remand
PROCESSED_eng_news_2020_1M-sentences.json-1302-12:12	['maintain..0-0']	A ban on foreign travellers from mainland China and Iran will be maintained.	65:75	0:76	maintain
PROCESSED_eng_news_2020_1M-sentences.json-1303-29:29	['crackdown..0-0']	A ban on gatherings of more than eight people has been extended to June 4, the day of an annual candlelight vigil to mark the Chinese military’s 1989 crackdown on pro-democracy demonstrators in Beijing’s Tiananmen Square.	150:159	0:221	crackdown
PROCESSED_eng_news_2020_1M-sentences.json-1304-4:4	['dining..0-0']	A ban on indoor dining started Saturday and will last until at least Jan.	16:22	0:73	dining
PROCESSED_eng_news_2020_1M-sentences.json-1305-14:14	['authority..0-4']	A ban on open fires is in effect for much of the province and authorities are asking people to refrain from using fireworks ahead of the Fête nationale holiday on Wednesday.	62:73	0:173	authority
PROCESSED_eng_news_2020_1M-sentences.json-1309-1:1	['never..0-0', 'never..0-1']	Abante never mentioned Dulay by name and even mistakenly referred to the agency chief as a “she” during the proceedings.	7:12	0:120	never
PROCESSED_eng_news_2020_1M-sentences.json-132-26:26	['cultural..0-0', 'cultural..0-2', 'cultural..0-3']	€30 million shared out between the competing clubs and other areas of Spanish football also in the end quietened concern over the wider social and cultural issues of holding the tournament in Saudi Arabia.	147:155	0:205	cultural
PROCESSED_eng_news_2020_1M-sentences.json-132-7:7	['compete..0-0']	€30 million shared out between the competing clubs and other areas of Spanish football also in the end quietened concern over the wider social and cultural issues of holding the tournament in Saudi Arabia.	35:44	0:205	compete
PROCESSED_eng_news_2020_1M-sentences.json-1323-26:26	['pathway..0-0']	A Barts Health NHS Trust spokesperson said that Barts Hospital had secured its current hospital buildings, alerted the London Ambulance Service, and secured or diverted emergency pathways around the leak.	179:187	0:204	pathway
PROCESSED_eng_news_2020_1M-sentences.json-1328-5:5	['let..0-2', 'let..0-3']	A basic four-dot indicator lets you know the 5G or 4G signal strength you’re getting, alongside individual battery and Wi-Fi 6 lights.	27:31	0:134	let
PROCESSED_eng_news_2020_1M-sentences.json-1329-10:10	['accurate..0-0', 'accurate..0-1']	A basic principle of public health is the primacy of accurate communications based on the best science.	53:61	0:103	accurate
PROCESSED_eng_news_2020_1M-sentences.json-1377-20:20	['administration..0-2', 'administration..0-3']	Abbas, whose Palestinian Authority exercises limited self-rule in the West Bank, has refused to engage politically with the Trump administration.	130:144	0:145	administration
PROCESSED_eng_news_2020_1M-sentences.json-1382-27:27	['consultation..0-0']	"A BBC spokesman told The Sun Online: ""In light of the spread of Covid-19, after much consideration, Boundless the producers of The Apprentice, have postponed filming in consultation with and supported by the BBC."	169:181	0:212	consultation
PROCESSED_eng_news_2020_1M-sentences.json-1388-16:16	['unique..0-0']	Abbey Mason, a 14-year-old student at St. Joseph-Scollard Hall has been making the unique Elf Isolation Booth in hopes of having some fun with Christmas during a pandemic.	83:89	0:171	unique
PROCESSED_eng_news_2020_1M-sentences.json-1388-25:25	['fun..0-0']	Abbey Mason, a 14-year-old student at St. Joseph-Scollard Hall has been making the unique Elf Isolation Booth in hopes of having some fun with Christmas during a pandemic.	134:137	0:171	fun
PROCESSED_eng_news_2020_1M-sentences.json-1397-11:11	['previously..0-0']	Abbigail Cowbrough, a marine systems engineering officer originally from Toronto, were previously identified shortly after the accident.	87:97	0:136	previously
PROCESSED_eng_news_2020_1M-sentences.json-1410-5:5	['let..0-2']	Abbott also said he will let his monthlong stay-at-home order expire on April 30. Bars, barbershops, hair salons and gyms remain closed, as do universities and schools for more than 5 million children.	25:28	0:201	let
PROCESSED_eng_news_2020_1M-sentences.json-1416-2:3	['go_by..0-0']	Abbott is going by the advice from infectious disease specialists.	10:18	0:66	go_by
PROCESSED_eng_news_2020_1M-sentences.json-1424-1:1	['previously..0-0']	Abbott previously announced anyone traveling to Texas on a plane from New York, New Jersey, Connecticut or New Orleans must self-quarantine for 14 days.	7:17	0:152	previously
PROCESSED_eng_news_2020_1M-sentences.json-1427-5:5	['despite..0-0']	Abbott's appointment remains unconfirmed, despite ongoing speculation that he will take up a position advising Britain as it negotiates trade deals after Brexit.	42:49	0:161	despite
PROCESSED_eng_news_2020_1M-sentences.json-1434-11:11	['interview..0-0', 'interview..0-1']	Abbott’s top political strategist, Dave Carney, was blunter in an interview late Tuesday night.	66:75	0:95	interview
PROCESSED_eng_news_2020_1M-sentences.json-1437-5:5	['working..0-1']	Abbott was on the expert working group that drafted the guidelines, and acknowledges there are still gaps in them.	25:32	0:114	working
PROCESSED_eng_news_2020_1M-sentences.json-1437-5:6	['working_group..0-0']	Abbott was on the expert working group that drafted the guidelines, and acknowledges there are still gaps in them.	25:38	0:114	working_group
PROCESSED_eng_news_2020_1M-sentences.json-1439-13:13	['dental..0-0']	Abbreviations: d, dentary; d1-d7, dentary teeth corresponding to positions in the mandibular dental arcade; sp, splenial.	93:99	0:121	dental
PROCESSED_eng_news_2020_1M-sentences.json-1450-17:17	['let..0-2', 'let..0-3']	Abby decides she will propose to Harper while at her family’s house, but *plot twist* Harper lets Abby know that she hasn’t come out to her parents yet, and they both have to pretend to be straight.	93:97	0:198	let
PROCESSED_eng_news_2020_1M-sentences.json-1452-8:8	['nowhere..0-0']	Abby escaped from the hospital and is currently nowhere to be found, leaving behind her loving husband, Chad DiMera (Billy Flynn), and her two children Thomas and Charlotte.	48:55	0:173	nowhere
PROCESSED_eng_news_2020_1M-sentences.json-1457-20:20	['sentiment..0-0']	Abby killing Joel dominated about 50% of the whole conversation in the past month, Spiketrap found, and much of the sentiment about that particular point was negative.	116:125	0:167	sentiment
PROCESSED_eng_news_2020_1M-sentences.json-1457-9:9	['conversation..0-0']	Abby killing Joel dominated about 50% of the whole conversation in the past month, Spiketrap found, and much of the sentiment about that particular point was negative.	51:63	0:167	conversation
PROCESSED_eng_news_2020_1M-sentences.json-1464-2:2	['compete..0-0']	Abby Smith competes in the 50-yard butterfly Saturday morning at the Green River High School Aquatics Center.	11:19	0:109	compete
PROCESSED_eng_news_2020_1M-sentences.json-1464-7:7	['butterfly..0-0']	Abby Smith competes in the 50-yard butterfly Saturday morning at the Green River High School Aquatics Center.	35:44	0:109	butterfly
PROCESSED_eng_news_2020_1M-sentences.json-1478-16:16	['conversation..0-0']	ABC13 Sports director Greg Bailey explored the role players and leagues can play in the national conversation about racism.	97:109	0:123	conversation
PROCESSED_eng_news_2020_1M-sentences.json-1478-18:18	['racism..0-0', 'racism..0-1']	ABC13 Sports director Greg Bailey explored the role players and leagues can play in the national conversation about racism.	116:122	0:123	racism
PROCESSED_eng_news_2020_1M-sentences.json-1483-2:2	['ticket..0-1']	A BC/49 ticket sold in Courtenay for the March 4th draw is worth $2 million.	8:14	0:76	ticket
PROCESSED_eng_news_2020_1M-sentences.json-1488-5:5	['conversation..0-0']	ABC7 helped set up the conversation in which Getachew delves into topics affecting his hometown of Oakland with Brooks, to learn and gain insight about specific ways that the community can get involved to create sustainable change.	23:35	0:231	conversation
PROCESSED_eng_news_2020_1M-sentences.json-1489-20:20	['recipe..0-0']	ABC7 is coming together with Bay Area chefs and local food banks to help feed families in need and share recipes using food pantry staples.	105:112	0:139	recipe
PROCESSED_eng_news_2020_1M-sentences.json-149-14:14	['fourth..0-0', 'fourth..0-2']	“3 kids, I’m working remote and I only got interrupted once by my fourth grader.	66:72	0:80	fourth
PROCESSED_eng_news_2020_1M-sentences.json-1504-10:10	['pet..0-0']	ABC7's Stacey Baca and Mark Rivera showcase viewers' perfect pets.	61:65	0:66	pet
PROCESSED_eng_news_2020_1M-sentences.json-1509-5:5	['unsuccessful..0-0']	A B.C. family has been unsuccessful so far in locating Cruz, a 65-pound tortoise that escaped its enclosure a week ago.	23:35	0:119	unsuccessful
PROCESSED_eng_news_2020_1M-sentences.json-151-4:4	['never..0-0', 'never..0-1']	‘3 Months Postpartum Body Never Look This Good’	26:31	0:47	never
PROCESSED_eng_news_2020_1M-sentences.json-1542-22:22	['despite..0-0']	"ABC News visited two locations outside Denver, where store managers said they had ""no comment"" when asked why they continued to operate despite being required to close."	136:143	0:168	despite
PROCESSED_eng_news_2020_1M-sentences.json-1543-10:10	['gold..0-0']	ABC News/Washington Post adheres to what we consider the gold-standard methodology.”	57:61	0:84	gold
PROCESSED_eng_news_2020_1M-sentences.json-1543-8:8	['consider..0-2']	ABC News/Washington Post adheres to what we consider the gold-standard methodology.”	44:52	0:84	consider
PROCESSED_eng_news_2020_1M-sentences.json-1544-8:8	['observation..0-0', 'observation..0-1']	ABC News White House correspondent made a similar observation.	50:61	0:62	observation
PROCESSED_eng_news_2020_1M-sentences.json-1557-17:17	['dedicated..0-0']	A B.C. ski resort town that relies on winter to bring in tourists has never had a dedicated snow removal plan which prioritizes which routes are plowed first — but they're working on it.	82:91	0:186	dedicated
PROCESSED_eng_news_2020_1M-sentences.json-1560-17:17	['fourth..0-0', 'fourth..0-2']	ABC, the Disney-owned TV network, also adapted the character for its series during the drama's fourth season.	95:101	0:109	fourth
PROCESSED_eng_news_2020_1M-sentences.json-1561-3:4	['turn_on..0-0']	ABC viewers have turned on Eddie McGuire after his response to Sam Newman’s controversial “blackface” Footy Show stunt.	17:26	0:119	turn_on
PROCESSED_eng_news_2020_1M-sentences.json-1577-19:19	['expand..0-0', 'expand..0-1']	A BDG spokeswoman said the loan will enable the company “to partially undo salary reductions across the company and expand hours for part-time and freelance writers.”	116:122	0:166	expand
PROCESSED_eng_news_2020_1M-sentences.json-1577-2:2	['spokeswoman..0-0']	A BDG spokeswoman said the loan will enable the company “to partially undo salary reductions across the company and expand hours for part-time and freelance writers.”	6:17	0:166	spokeswoman
PROCESSED_eng_news_2020_1M-sentences.json-158-36:36	['truly..0-0']	"""40 and feeling so humbled and blessed,"" Kim wrote in the lengthy ""There is not a single day that I take for granted, especially during these times when we are all reminded of the things that truly matter."""	192:197	0:206	truly
PROCESSED_eng_news_2020_1M-sentences.json-1605-34:34	['numerical..0-0']	Abdullah explained that one well-proven technique for determining the total amount of matter in the universe is to compare the observed number and mass of galaxy clusters per unit volume with predictions from numerical simulations.	209:218	0:231	numerical
PROCESSED_eng_news_2020_1M-sentences.json-1607-6:6	['governor..0-1']	Abdullahi alleged that there are state governors in the country who are playing politics with the spread of the pandemic in order to get financial aids from international donors, The Nigerian Tribune reports.	39:48	0:208	governor
PROCESSED_eng_news_2020_1M-sentences.json-1615-5:5	['governor..0-1']	Abdullahi Umar Ganduje, Kano state governor, has decried the treatment of almajiri children, saying the street urchins are being used for unnecessary publicity instead of them to be received with open arms.	35:43	0:206	governor
PROCESSED_eng_news_2020_1M-sentences.json-1616-4:4	['governor..0-1']	Abdullahi Umar Ganduje, the governor of Kano state, has announced the relaxation of the lockdown order imposed by President Muhammadu Buhari.	28:36	0:141	governor
PROCESSED_eng_news_2020_1M-sentences.json-1625-26:26	['iranian..0-0']	"Abdul-Mahdi said that Trump personally thanked him for the efforts, even as he was planning the hit on Soleimani thus creating the impression that the Iranian general was safe to travel to Baghdad."""	151:158	0:198	iranian
PROCESSED_eng_news_2020_1M-sentences.json-163-6:6	['working..0-1']	$44 per fortnight Those whose working days or hours have been reduced.	30:37	0:70	working
PROCESSED_eng_news_2020_1M-sentences.json-1640-15:15	['uniquely..0-0']	Abe and his cronies have been dithering and deliberately trying to cone up with something uniquely Japanese to control the virus.	90:98	0:129	uniquely
PROCESSED_eng_news_2020_1M-sentences.json-1651-12:12	['let..0-2', 'let..0-3']	A beautiful flower pattern may adorn the Osophter case, but don’t let the design fool you.	66:69	0:90	let
PROCESSED_eng_news_2020_1M-sentences.json-1658-19:19	['expand..0-0', 'expand..0-1', 'expand..0-2']	Abe declared a monthlong state of emergency on April 7 in Tokyo and six other urban prefectures and later expanded it nationwide.	106:114	0:129	expand
PROCESSED_eng_news_2020_1M-sentences.json-1661-3:3	['elaborate..0-2']	Abe did not elaborate on whether holding the Games “perfectly” would necessitate postponing them.	12:21	0:97	elaborate
PROCESSED_eng_news_2020_1M-sentences.json-1675-1:1	['behavioral..0-0']	A behavioral health crisis occurs when a person’s emotions, psychological state and resulting behaviors put them or others at risk of imminent harm.	2:12	0:148	behavioral
PROCESSED_eng_news_2020_1M-sentences.json-1685-12:12	['memorable..0-0']	Abel and Citrini-Beaulieu, who's from Saint-Constant, Que., capped a memorable day for Canadian divers.	69:78	0:103	memorable
PROCESSED_eng_news_2020_1M-sentences.json-1700-18:18	['citizenship..0-0', 'citizenship..0-1']	A beloved figure in Pakistan, the Pakistan Cricket Board last month announced that Sammy would be given honorary citizenship for his “invaluable contribution to cricket in the country.”	113:124	0:185	citizenship
PROCESSED_eng_news_2020_1M-sentences.json-1702-11:11	['tethered..0-0']	Abels turned up wearing the iconic red jumpsuit worn by the “tethered” in the film.	61:69	0:83	tethered
PROCESSED_eng_news_2020_1M-sentences.json-1707-23:23	['consider..0-2', 'consider..0-3']	A bench headed by Chief Justice Bobde said that plea for transfer of trial out of Uttar Pradesh in the case would be considered later after the CBI probe was completed.	117:127	0:168	consider
PROCESSED_eng_news_2020_1M-sentences.json-1716-4:4	['spokeswoman..0-0']	A Bensons for Beds spokeswoman said the company offered the pair a “free product reselection” after the Deacons had “refused the beds”.	19:30	0:135	spokeswoman
PROCESSED_eng_news_2020_1M-sentences.json-1762-19:19	['plenty..0-0']	ABERDEEN, S.D. (HubCityRadio.com) – There is no doubt that the coronavirus has impacted the summer schedule, but there are still plenty of things to do and see in the Aberdeen area.	129:135	0:181	plenty
PROCESSED_eng_news_2020_1M-sentences.json-178-4:4	['expand..0-0', 'expand..0-1']	• $50 million for expanded summer school.	18:26	0:41	expand
PROCESSED_eng_news_2020_1M-sentences.json-1784-7:7	['opener..0-1']	Aberdeen will host Rangers in the season opener at Pittodrie in a closed door game that will be live on Sky Sports (5.30pm).	41:47	0:124	opener
PROCESSED_eng_news_2020_1M-sentences.json-1822-9:9	['virologist..0-0']	A better relationship with the biotech industry, more German virologists producing tests in January and central coordination by the Robert Koch Institute all gave Germany a head start, he said.	61:72	0:193	virologist
PROCESSED_eng_news_2020_1M-sentences.json-1826-5:5	['reader..0-2']	A better strategic thinker and reader of situations you will not find.”	31:37	0:71	reader
PROCESSED_eng_news_2020_1M-sentences.json-1828-10:10	['expand..0-0', 'expand..0-1']	A better use of tax payer money would be to expand testing and contact tracing.	44:50	0:79	expand
PROCESSED_eng_news_2020_1M-sentences.json-1840-11:11	['farm..0-0']	A Bharat Bandh is likely to take place on December 8. Farm groups have not called a Bharat Bandh, and normal life will not be disrupted by people protesting in solidarity with the farmers today.	54:58	0:194	farm
PROCESSED_eng_news_2020_1M-sentences.json-1872-19:19	['interview..0-0']	Abidal accused the Blaugrana stars of lack of commitment which led to the sack of Ernesto Valverde during an interview last month.	109:118	0:130	interview
PROCESSED_eng_news_2020_1M-sentences.json-1876-15:15	['despite..0-0']	Abidal told reporters that he hopes the Argentine skipper will sign a new deal soon despite the bust-up.	84:91	0:104	despite
PROCESSED_eng_news_2020_1M-sentences.json-1881-2:2	['administration..0-2', 'administration..0-3']	A Biden administration was always likely to feature tension between the party’s left and center.	8:22	0:96	administration
PROCESSED_eng_news_2020_1M-sentences.json-1882-2:2	['administration..0-2', 'administration..0-3']	A Biden administration would continue to depict China not just as an authoritarian superpower (which it is), but also as a global threat to the very idea of freedom itself.	8:22	0:172	administration
PROCESSED_eng_news_2020_1M-sentences.json-1883-26:26	['discriminate..0-1', 'discriminate..0-2', 'discriminate..0-3']	A Biden administration would implement policies that would require communities that receive specific federal funding to proactively examine housing patterns and identify and address policies that discriminate.	196:208	0:209	discriminate
PROCESSED_eng_news_2020_1M-sentences.json-1889-14:14	['consider..0-2', 'consider..0-3']	A Biden spokesman said in October that the former vice president “has never even considered being involved in business with his family, nor in any overseas business whatsoever.”	81:91	0:177	consider
PROCESSED_eng_news_2020_1M-sentences.json-1889-25:25	['overseas..0-0']	A Biden spokesman said in October that the former vice president “has never even considered being involved in business with his family, nor in any overseas business whatsoever.”	147:155	0:177	overseas
PROCESSED_eng_news_2020_1M-sentences.json-191-21:21	['unique..0-0']	“58 Paterson Street is one of the tightly held group of timber houses in the Corroboree Park Precinct, recognised for its unique Garden City design by the ACT Heritage Trust.”	122:128	0:175	unique
PROCESSED_eng_news_2020_1M-sentences.json-1913-20:20	['sexual..0-0', 'sexual..0-1']	Abigail’s sister accompanied her to this meeting because the sister alleged that she had witnessed some of the childhood sexual abuse from the relative.	121:127	0:152	sexual
PROCESSED_eng_news_2020_1M-sentences.json-1913-24:24	['relative..0-2']	Abigail’s sister accompanied her to this meeting because the sister alleged that she had witnessed some of the childhood sexual abuse from the relative.	143:151	0:152	relative
PROCESSED_eng_news_2020_1M-sentences.json-1919-3:3	['bulldozer..0-0']	A big burning bulldozer, with Ms. Bari and Mr. Cherney walking away, one of them holding a gas can and the other a monkeywrench.”	14:23	0:129	bulldozer
PROCESSED_eng_news_2020_1M-sentences.json-1929-2:2	['conversation..0-0']	“A big conversation we have with caregivers is about taking care of themselves,” Gronlund said.	7:19	0:95	conversation
PROCESSED_eng_news_2020_1M-sentences.json-1948-6:6	['franc..0-0']	A Big Mac costs 6.50 Swiss francs - the equivalent of £5.10 - making it the most 'overvalued' burger in the world, according to the Economist's index.	27:33	0:150	franc
PROCESSED_eng_news_2020_1M-sentences.json-1967-14:14	['perceive..0-1']	A big part of the appeal of classical architecture for the right is this perceived ability to endure.	73:82	0:101	perceive
PROCESSED_eng_news_2020_1M-sentences.json-198-5:5	['lowest..0-0']	$5k invested in the lowest-priced five in this collection of top-yield ten dividend-boosted dogs showed 41.02% more net-gain than that from $5k invested in all ten.	20:26	0:164	lowest
PROCESSED_eng_news_2020_1M-sentences.json-202-18:18	['rebuff..0-2']	£60m Gabon striker is about to enter the final year of his Emirates contract — and has rebuffed all the club’s efforts to extend his stay.	87:95	0:138	rebuff
PROCESSED_eng_news_2020_1M-sentences.json-216-21:21	['expense..0-1']	$70,000 to be precise, the amount that was paid to style Trump’s hair for TV and was claimed as expenses, it was reported today.	96:104	0:128	expense
PROCESSED_eng_news_2020_1M-sentences.json-225-4:4	['driving..0-2']	• 7 fatalities involved inattentive driving.	36:43	0:44	driving
PROCESSED_eng_news_2020_1M-sentences.json-250-20:20	['governor..0-1']	”9-11 was supposed to be the darkest day in New York for a generation,” said New York state’s governor Andrew Cuomo during one of …	94:102	0:131	governor
PROCESSED_eng_news_2020_1M-sentences.json-267-19:19	['bettor..0-0']	A $100 wager on West would pay off $8,400 if he actually managed to win, while a bettor would have to put up an $18,000 wager to win $100.	81:87	0:138	bettor
PROCESSED_eng_news_2020_1M-sentences.json-277-21:21	['hamper..0-1']	A 10-hour hearing broadcast on the court’s website showed Sun to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English.	112:120	0:178	hamper
PROCESSED_eng_news_2020_1M-sentences.json-277-3:3	['hearing..0-1', 'hearing..0-3', 'hearing..0-4']	A 10-hour hearing broadcast on the court’s website showed Sun to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English.	10:17	0:178	hearing
PROCESSED_eng_news_2020_1M-sentences.json-285-4:4	['ticket..0-1']	A $10 Throwdown ticket provides special swag, access to bid in the silent auction, a code to the exclusive premiere of the livestreamed art competition and live auction, plus more surprises.	16:22	0:190	ticket
PROCESSED_eng_news_2020_1M-sentences.json-291-15:15	['reveal..0-0']	A 10-YEAR-OLD Labrador has been abandoned outside a kennels with a heartbreaking note revealing why it ended up there.	86:95	0:118	reveal
PROCESSED_eng_news_2020_1M-sentences.json-333-11:11	['today..0-0', 'today..0-1', 'today..0-2']	A £1.5BILLION spending spree in hard-hit pubs and shops today will help to kick-start Britain’s battered economy.	56:61	0:113	today
PROCESSED_eng_news_2020_1M-sentences.json-355-11:11	['reunite..0-0']	A 16-year old Secondary school student (names withheld) has been reunited with her parents after an Akure Family court stopped her forced marriage to an Islamic Cleric identified as Alhaji Yusuf Lateef.	65:73	0:202	reunite
PROCESSED_eng_news_2020_1M-sentences.json-371-8:8	['previously..0-0']	A $180 million negative impact from the previously contemplated termination of the MS receivable sales program concurrent with the sale of the MS business.	40:50	0:155	previously
PROCESSED_eng_news_2020_1M-sentences.json-376-2:2	['interview..0-0']	A 1951 interview with an Ogden brothel owner piques the interest of hundreds: What does it actually say?	7:16	0:104	interview
PROCESSED_eng_news_2020_1M-sentences.json-379-37:37	['convincing..0-0']	A 1975 Guardian editorial headlined “A soya point” arched an eyebrow at the faux-bacon, ham and sausages on sale in the US, noting: “No one has yet managed to produce a meat flavour which is totally convincing, particularly beef.”	199:209	0:230	convincing
PROCESSED_eng_news_2020_1M-sentences.json-385-34:34	['thespian..0-0']	A 1989 graduate of the now-closed Queen of Peace High School in North Arlington, a small middle-class municipality just one locale south of her hometown, Paone actually is much more than a thespian turned writer/director.	189:197	0:221	thespian
PROCESSED_eng_news_2020_1M-sentences.json-391-20:20	['surge..0-0']	"""A 19 per cent reduction in stock is one of several factors that has contributed to a 37 per cent surge in capital growth, with average values increasing from $10,078 per sq m in 2018 to $13,854 per sq m in 2019,"" Mr O’Neill said."	98:103	0:230	surge
PROCESSED_eng_news_2020_1M-sentences.json-395-17:17	['cannabis..0-0']	A 19-year-old man from Atherstone was arrested on suspicion of driving under the influence of cannabis after officers stopped his car in Weddington road, Nuneaton on Friday night.	94:102	0:179	cannabis
PROCESSED_eng_news_2020_1M-sentences.json-399-14:14	['remand..0-0']	A 19-year-old suspect was placed under arrest for stock theft and was remanded in custody in the Vryheid Magistrate’s Court on Monday.	70:78	0:134	remand
PROCESSED_eng_news_2020_1M-sentences.json-404-10:10	['racism..0-0', 'racism..0-1']	“A $1 billion budget cut can’t address the racism that runs rampant in the NYPD,” he said.	43:49	0:90	racism
PROCESSED_eng_news_2020_1M-sentences.json-413-22:22	['collide..0-0']	A 2000 Lexus SUV was southbound on LaMesa Drive and failed to stop at the intersection of South Dakota Highway 38. It collided with a 2013 Honda Pilot that was eastbound on South Dakota Highway 38. Both vehicles came to rest in the south ditch.	118:126	0:244	collide
PROCESSED_eng_news_2020_1M-sentences.json-422-16:16	['never..0-0', 'never..0-1']	A 2009 Air Force study said suicides between 1990 and 2004 averaged 42 a year and never exceeded 62.	82:87	0:100	never
PROCESSED_eng_news_2020_1M-sentences.json-433-24:24	['collide..0-0']	A 2013 Ford Fusion, driven by 23-year-old Maty Rae Monson, also of Detroit Lakes, was traveling northbound on Highway 59 when it collided with 19-year-old Block's vehicle, hitting the passenger side, the Patrol said.	129:137	0:216	collide
PROCESSED_eng_news_2020_1M-sentences.json-444-21:21	['hearing..0-0', 'hearing..0-2']	A 2014 study similarly warned that white noise machines often exceed the recommended noise limits for children — and can lead to hearing/speech problems.	129:136	0:153	hearing
PROCESSED_eng_news_2020_1M-sentences.json-45-12:12	['authority..0-4']	”160 illegal migrants have been intercepted and handed over to the appropriate authority, while vehicles and illicit weapons were also intercepted,” Mohammed said.	79:88	0:163	authority
PROCESSED_eng_news_2020_1M-sentences.json-45-2:2	['migrant..0-0', 'migrant..0-1']	”160 illegal migrants have been intercepted and handed over to the appropriate authority, while vehicles and illicit weapons were also intercepted,” Mohammed said.	13:21	0:163	migrant
PROCESSED_eng_news_2020_1M-sentences.json-451-21:21	['today..0-0', 'today..0-1', 'today..0-2']	A 2015 suggested that hundreds of individuals with links to jihadist groups could be in the country, though where they are today is anybody’s guess.	123:128	0:148	today
PROCESSED_eng_news_2020_1M-sentences.json-454-14:14	['conversation..0-0']	A 2016 blog post on Villagesoup.com talks about an $8 haircut and the conversation.	70:82	0:83	conversation
PROCESSED_eng_news_2020_1M-sentences.json-457-11:11	['pet..0-0']	A 2016 Harris Poll found 95 percent of Americans consider their pets to be part of the family, and there is not much they won't do for their companion animals.	64:68	0:159	pet
PROCESSED_eng_news_2020_1M-sentences.json-457-9:9	['consider..0-1', 'consider..0-3']	A 2016 Harris Poll found 95 percent of Americans consider their pets to be part of the family, and there is not much they won't do for their companion animals.	49:57	0:159	consider
PROCESSED_eng_news_2020_1M-sentences.json-458-2:2	['interview..0-0']	A 2016 interview with then-producer Bryan Fuller reveals that the series was envisioned as adhering to the spirit of and, interestingly, lacking in profanity.	7:16	0:158	interview
PROCESSED_eng_news_2020_1M-sentences.json-458-8:8	['reveal..0-0']	A 2016 interview with then-producer Bryan Fuller reveals that the series was envisioned as adhering to the spirit of and, interestingly, lacking in profanity.	49:56	0:158	reveal
PROCESSED_eng_news_2020_1M-sentences.json-46-19:19	['farm..0-0']	"' ""1619 Project"" noted last year, sugarcane farming has historically been one of the most exploitative and grueling types of farm work in the nation's history; much of the work used to be done by slaves."	125:129	0:203	farm
PROCESSED_eng_news_2020_1M-sentences.json-462-21:21	['sexual..0-1']	• A 2017 GLSEN National School Climate Survey shows that of America’s LGBTQ students feel unsafe in school because of their sexual orientation.	124:130	0:143	sexual
PROCESSED_eng_news_2020_1M-sentences.json-464-13:13	['authority..0-1']	A 2017 referendum cemented Mr. Erdogan’s power by giving him nearly complete authority over the Council of Judges and Prosecutors, which manages appointments to the judiciary.	77:86	0:175	authority
PROCESSED_eng_news_2020_1M-sentences.json-471-10:11	['greenhouse_gas..0-0']	A 2018 climate assessment by federal agencies found that if greenhouse gas emissions continue to climb, economic losses will be in the hundreds of billions annually in some sectors by the end of the century.	60:74	0:207	greenhouse_gas
PROCESSED_eng_news_2020_1M-sentences.json-477-9:9	['gold..0-0']	A 2018 randomized, double-blind, placebo-controlled study — the gold standard — found no benefit from CBD on sleep in healthy volunteers.	64:68	0:137	gold
PROCESSED_eng_news_2020_1M-sentences.json-49-18:18	['reveal..0-0']	“16 Shots” is the quixotic story of a small group of activists, journalists and attorneys who fought to reveal the truth behind the Chicago police killing of Laquan McDonald.	104:110	0:174	reveal
